Fare amount;Wind Direction;Humidity;Wind Speed;Temperature;Pressure
6;202;54;6;271;1018
5;320;61;5;278;1019
11;100;40;1;278;1028
39;219;47;1;303;983
5;290;33;4;301;1017
20;244;66;1;303;1002
16;10;82;4;290;1017
15;360;64;3;275;1026
13;260;81;4;265;1024
11;355;89;1;297;1021
7;346;60;3;281;1033
11;270;80;1;284;1017
9;182;92;3;271;1018
6;248;59;1;285;1029
9;90;74;7;276;1013
17;330;80;4;273;1009
13;244;63;3;271;998
11;104;80;2;281;1025
6;194;70;4;292;1028
15;303;66;6;282;1015
22;313;51;3;291;1012
7;325;58;0;298;1015
8;174;85;1;297;1023
14;310;68;4;292;1000
8;240;60;3;292;1013
52;130;38;5;287;1027
14;180;30;0;273;1042
19;236;100;2;277;1022
7;276;66;1;277;1040
12;190;88;3;298;1013
16;190;53;1;297;1021
7;182;62;5;296;1028
8;40;61;2;282;1019
11;320;62;5;285;1001
7;200;85;3;297;1006
18;0;74;2;299;1024
13;200;55;4;304;1011
14;12;59;1;269;1026
20;20;75;3;277;1032
5;310;32;7;300;1012
8;150;54;4;300;1021
7;240;54;5;299;1011
10;217;90;3;292;1021
21;257;69;1;268;1040
8;40;39;2;273;1031
34;274;58;2;286;1033
8;51;100;1;282;1016
14;218;54;0;294;1012
8;320;49;12;267;1005
7;340;86;4;273;1018
4;198;54;3;287;1035
31;247;80;2;275;1021
8;10;81;9;279;1001
19;128;67;0;293;1025
12;40;87;2;283;1021
10;300;22;9;283;1015
6;306;80;4;264;1020
14;127;74;2;272;1041
24;70;93;7;286;1012
11;244;52;3;285;968
10;340;58;5;269;1022
8;50;87;6;278;1009
8;310;39;12;271;1021
17;310;43;10;274;1012
5;40;97;0;289;1017
13;270;47;7;275;1015
11;286;67;1;299;1009
25;212;54;1;286;1035
9;82;80;5;279;1041
4;235;34;1;297;1017
15;293;27;0;277;1022
9;30;60;9;277;1013
10;184;87;1;290;1007
29;0;87;0;286;1023
8;40;37;3;299;1020
10;349;56;3;284;1009
9;310;49;3;279;1015
10;245;81;2;291;1032
8;0;25;2;267;1029
6;336;55;2;262;1012
12;285;66;1;255;1026
5;40;74;2;298;1013
8;0;54;2;297;1021
44;190;81;1;280;1009
6;40;77;3;295;1014
22;280;94;3;274;1005
5;110;69;5;276;1025
11;328;95;3;276;1024
16;60;69;3;276;1015
10;324;80;3;268;1022
6;60;83;9;274;1017
5;270;67;1;293;1013
14;193;82;1;258;1014
7;310;24;12;274;1013
18;250;80;4;270;1021
9;180;69;3;295;1022
7;300;53;8;283;1001
52;244;80;3;275;1007
11;330;80;8;278;994
9;324;72;2;288;1009
7;180;76;5;288;1022
14;150;42;4;300;1020
10;50;58;2;284;1022
20;20;100;5;280;1000
15;190;42;2;296;1009
6;52;79;2;285;990
8;78;86;3;285;1036
6;320;96;4;268;1036
15;230;58;5;285;1017
11;320;60;3;262;1025
44;215;64;2;297;1020
14;26;73;2;292;1035
7;207;62;1;284;1021
39;67;77;3;291;1018
9;265;42;1;299;1018
12;0;88;0;292;1015
57;0;62;0;286;1023
5;52;78;2;285;990
10;250;60;9;276;993
21;244;80;3;281;1011
32;290;19;12;281;1009
10;1;99;3;273;996
21;183;34;0;295;1011
9;160;68;6;290;1025
8;150;42;3;301;1022
10;260;55;11;277;999
8;280;43;7;273;1015
12;213;69;0;300;999
10;60;74;3;271;1025
7;270;67;1;293;1013
6;210;39;5;281;1019
5;180;75;3;277;1020
57;40;85;2;268;1014
9;280;39;5;300;1013
6;290;57;5;283;1010
10;216;90;0;291;1012
16;28;81;3;266;1018
9;324;77;1;274;1019
4;127;78;1;291;1029
38;190;26;3;285;1026
20;260;37;6;282;1006
42;250;60;4;291;1013
6;40;62;3;287;1024
9;102;81;1;283;1024
6;342;55;1;293;982
7;270;67;3;288;1007
6;210;93;1;285;1004
8;270;34;6;275;1021
19;69;82;2;292;1014
45;318;64;4;298;1022
9;231;80;2;273;1022
35;225;98;3;290;1014
8;244;80;3;280;1017
5;360;25;3;274;1024
9;166;93;2;295;1011
15;130;49;1;293;988
7;330;53;3;279;1017
8;166;58;1;252;1031
10;285;49;4;274;1020
7;210;93;6;288;994
8;180;72;1;289;1017
18;39;97;2;269;1051
46;181;92;0;288;1020
5;239;68;3;280;1036
19;172;80;1;289;1011
6;270;40;6;295;1014
10;40;38;5;288;1025
11;240;87;3;282;1020
48;244;80;3;259;1022
9;221;85;3;296;1024
9;25;72;4;291;1013
14;173;93;1;288;1018
5;328;69;4;268;1016
6;308;84;0;266;1011
6;216;82;1;280;1037
18;270;50;2;295;1012
31;114;82;2;291;1020
21;80;60;3;275;1037
6;310;55;6;275;1008
6;230;52;3;281;1020
8;244;77;3;285;979
6;244;62;3;275;981
52;170;83;1;294;1012
9;346;82;4;276;1013
15;350;87;8;283;1006
78;230;88;3;291;1006
8;270;54;4;273;1024
21;0;88;0;293;1011
11;334;54;2;288;1036
3;15;79;0;283;1026
19;360;64;8;275;1016
5;262;81;9;279;1012
17;230;80;3;292;1021
7;0;60;1;292;1020
8;360;87;3;288;1019
11;260;74;8;273;991
13;159;62;1;268;1026
20;180;25;8;291;1024
22;320;100;3;285;1014
7;130;70;4;301;1019
29;137;86;0;288;1017
31;150;58;3;286;1023
7;30;72;5;287;1017
7;310;69;5;274;1003
7;50;79;4;269;1021
10;221;77;3;287;1031
6;244;32;3;279;998
9;182;75;2;264;1031
18;350;75;3;277;1011
7;223;72;0;300;1013
10;220;81;3;279;1011
22;244;80;3;272;1025
9;106;58;2;299;1015
16;320;61;8;281;1011
7;40;88;2;293;1012
32;48;87;2;296;1014
6;246;56;3;303;1014
13;50;41;4;277;1024
24;124;79;2;274;1024
3;80;88;3;295;1018
10;130;87;14;285;992
4;4;95;2;269;1014
5;182;97;9;285;1016
6;350;61;5;296;1012
11;244;42;3;278;978
5;171;71;0;283;1013
12;320;64;6;278;1005
7;360;64;4;294;1021
20;280;44;5;288;1011
9;340;40;5;274;1025
12;10;45;5;277;1032
11;360;67;2;289;1019
8;349;76;1;264;1028
7;130;63;4;291;1011
6;310;58;7;284;1008
6;170;48;6;282;1022
8;50;56;2;280;1028
19;360;71;3;272;1026
11;360;93;4;280;1019
12;197;61;2;282;1025
36;304;56;3;300;1011
25;219;75;2;277;1020
7;55;99;1;286;1020
22;0;100;0;292;1020
12;320;63;3;285;1017
5;106;83;1;292;1016
8;105;74;1;290;1025
12;141;93;1;284;1021
18;299;55;6;283;1007
8;0;93;0;290;1016
21;140;77;4;290;1015
13;308;66;5;293;1018
9;274;93;4;275;1022
8;324;57;5;290;972
5;263;61;6;272;1021
8;100;93;2;282;1010
6;108;40;1;288;1022
11;7;31;1;297;1014
14;310;72;2;291;1022
12;226;56;2;282;1032
7;0;64;0;274;1010
5;0;87;3;282;1019
10;240;41;3;287;1017
19;245;50;4;301;1013
14;210;59;4;293;1036
12;30;54;2;297;1022
16;300;61;5;281;1016
4;360;59;5;273;1030
15;190;93;1;271;1009
6;226;64;4;299;1004
4;140;67;3;285;1027
7;291;82;1;283;1015
7;331;75;4;296;1014
13;251;86;2;291;1010
7;312;50;3;291;1011
5;40;76;5;285;1026
13;290;53;10;283;1013
4;331;100;1;275;993
9;150;70;2;276;1019
13;211;92;1;292;1012
5;50;93;5;277;1015
22;195;69;4;292;1029
5;50;64;6;274;1021
5;55;80;1;274;1018
9;360;87;7;282;1015
12;244;77;3;275;969
9;157;100;2;293;1002
9;270;59;2;274;1013
58;251;41;2;295;1021
15;350;73;6;268;1018
7;40;73;2;290;1027
25;226;73;1;255;1038
4;340;25;2;285;1023
10;265;76;5;276;1013
14;325;41;4;278;1012
10;0;75;1;280;1025
20;20;80;4;275;1034
4;310;93;2;277;1007
9;331;79;3;272;1040
10;350;86;4;275;1007
13;322;47;1;286;1021
13;314;50;1;304;1011
11;0;58;0;285;1023
5;350;61;2;282;1022
9;130;94;1;296;1002
6;30;87;13;286;981
11;290;34;6;299;1014
20;180;32;5;295;1016
8;340;33;5;271;1028
6;0;45;0;266;1021
10;225;63;4;308;1010
10;160;77;1;274;1041
29;30;83;3;294;1022
15;40;71;1;282;1017
15;240;56;3;278;1025
11;285;49;4;274;1020
13;199;36;1;294;987
7;150;63;2;290;1026
8;269;80;2;261;1020
25;310;49;4;293;1017
33;192;93;3;289;1022
16;320;40;9;274;1018
8;190;87;3;281;1019
11;130;42;1;296;988
22;200;55;4;298;1009
14;0;44;2;299;1010
13;190;77;4;287;1004
15;199;59;1;302;1016
6;277;73;5;281;1015
5;30;100;10;271;1009
34;0;76;0;283;1026
11;300;36;7;289;1016
16;260;30;9;285;1017
30;310;36;11;281;1012
10;250;34;6;299;1017
5;130;93;6;291;1003
6;251;93;1;290;1012
9;330;53;3;294;976
9;204;63;2;302;1018
6;11;85;2;269;1039
10;327;78;3;274;1029
14;10;64;1;275;1027
10;258;79;1;261;1020
57;310;45;9;280;1023
10;300;63;2;287;1012
7;0;57;0;262;1030
11;260;58;3;271;1025
32;280;42;4;281;1016
58;318;64;4;298;1022
10;302;61;4;278;1032
7;170;68;4;292;1016
15;201;89;1;269;1029
11;218;92;0;291;1011
4;203;93;1;276;1033
7;0;93;0;284;1023
6;273;69;1;254;1012
8;317;67;4;268;1018
10;170;43;5;304;1004
20;220;49;5;267;1030
11;31;61;0;309;1017
8;202;51;2;298;1023
7;10;81;4;280;999
4;310;93;2;277;1007
5;260;57;2;265;1027
5;194;69;2;304;1018
7;128;94;2;283;1025
14;250;80;5;273;1011
11;244;80;3;281;995
10;20;72;3;291;1012
5;307;68;5;273;1029
9;50;93;3;275;1022
14;260;41;7;275;1015
18;240;65;3;289;1009
57;280;93;3;280;1005
12;170;96;2;293;1026
8;250;59;7;274;1007
5;260;62;2;282;1016
7;244;65;3;269;1002
37;201;98;2;295;980
57;230;38;4;287;1004
7;170;68;4;292;1016
5;148;53;2;300;1018
16;322;86;3;268;1036
5;244;80;3;284;1022
8;310;59;3;273;1026
9;244;70;3;277;986
15;278;100;2;271;1031
7;318;80;1;273;1024
4;307;73;3;298;1015
10;244;88;3;267;989
6;0;72;2;290;1013
7;172;93;1;288;1033
5;299;87;1;264;1025
9;120;48;5;292;1012
5;30;100;2;277;1029
26;295;41;7;276;1021
8;215;34;3;294;1021
7;49;94;0;293;1015
6;197;99;3;296;977
4;0;34;0;284;1032
10;300;57;1;283;1013
5;230;61;6;281;1000
8;310;68;4;292;1000
12;180;95;2;289;1011
5;181;63;1;291;1025
15;287;88;1;296;1009
9;360;67;2;289;1019
6;278;77;8;283;1016
8;237;60;1;300;1018
6;131;51;1;303;1013
15;30;100;2;282;1004
14;210;35;5;301;1017
11;304;84;1;274;1022
7;80;46;5;292;1034
7;250;45;3;282;1028
57;200;75;2;278;1020
12;70;46;5;296;1018
15;310;52;8;279;1017
14;270;51;3;299;1009
17;360;86;5;272;1021
7;290;54;7;283;1016
6;173;93;4;286;1025
5;20;87;3;289;1017
9;160;63;3;298;1028
9;248;66;3;301;1015
9;180;73;5;295;1022
13;246;96;1;279;1023
5;300;81;4;286;1018
35;154;49;2;296;987
3;170;67;3;289;1018
35;290;42;5;271;1020
8;210;62;6;285;1005
58;165;47;2;294;1031
10;267;60;5;278;1019
14;40;93;4;274;1023
21;160;73;2;294;1018
9;357;71;2;291;982
6;310;36;10;287;1003
36;320;69;4;276;1013
9;20;60;4;294;1013
7;144;83;1;291;1016
9;129;88;1;264;1005
7;60;40;1;303;1013
12;18;41;3;295;1015
10;299;74;5;283;1015
5;301;72;1;265;1027
11;350;52;8;279;1019
15;332;39;2;297;1016
12;39;73;1;297;1021
6;302;47;3;300;1024
8;249;91;2;293;1014
13;260;72;2;286;1014
8;48;96;2;295;1012
8;304;84;1;274;1022
9;230;52;7;279;1030
20;58;90;3;267;1013
6;272;80;4;270;1018
13;240;77;2;289;1015
12;300;32;5;261;1022
7;278;80;3;270;1027
5;260;41;11;279;995
41;180;82;4;289;1009
5;259;98;2;288;1001
19;335;78;2;269;1016
8;350;86;5;272;999
12;233;60;2;305;1016
8;188;89;8;289;1011
20;235;76;2;286;979
10;299;71;2;259;1023
26;92;77;0;285;1030
9;56;55;0;293;1020
14;30;64;1;294;1022
10;300;70;7;279;1009
10;60;82;2;286;1023
11;34;58;4;279;1020
13;247;40;3;283;1016
18;170;56;1;290;1022
14;220;67;8;285;1015
8;310;72;6;274;1030
3;171;71;1;286;1023
19;10;55;4;289;1023
57;230;62;4;280;1019
7;339;81;4;272;1031
12;310;54;8;285;1014
14;240;50;4;299;1016
9;172;62;3;265;1024
22;276;63;5;283;1013
10;310;41;8;287;1008
35;260;69;8;275;1016
35;28;83;1;267;1026
34;356;57;1;300;1015
12;85;86;5;278;1039
12;330;64;3;272;1026
10;288;84;6;286;1010
5;70;100;2;274;1011
22;227;94;1;275;1019
27;310;24;9;286;1010
23;104;80;2;281;1025
11;330;69;4;276;1013
18;217;87;3;279;1028
6;70;39;4;272;1033
14;306;67;4;273;1020
5;290;71;3;276;1007
16;258;57;3;266;1018
7;203;42;1;299;1020
14;310;72;4;262;1022
7;285;56;2;299;1025
9;180;62;4;286;1025
5;100;88;2;294;1012
8;220;83;3;295;1011
13;323;76;3;263;1013
12;274;80;2;271;1018
12;262;85;3;270;1003
12;310;66;8;284;1017
13;310;51;5;274;1013
14;358;43;3;291;1016
9;310;48;7;277;1007
43;317;68;4;266;1023
15;300;64;2;276;1016
6;0;93;0;282;1023
5;31;61;0;309;1017
7;310;59;4;273;1013
10;264;88;2;280;1000
7;199;32;2;284;1021
12;168;88;1;296;1013
20;140;36;3;292;1026
9;40;82;2;290;1014
6;200;54;2;282;1017
5;40;100;5;286;1020
6;217;80;2;275;1016
6;270;63;3;290;1020
7;47;63;1;294;1014
16;320;48;7;278;1008
6;280;64;4;276;1013
7;191;61;1;297;1017
7;330;55;8;273;1013
8;50;76;3;284;1024
8;240;69;4;300;1013
9;298;94;1;295;1016
8;20;87;3;288;1017
10;30;72;5;287;1017
57;4;78;1;292;1017
7;40;93;3;275;1014
9;256;73;1;291;1025
5;320;39;8;282;1017
5;311;65;3;295;1021
12;160;60;2;290;1024
10;320;81;7;263;1019
10;360;68;5;288;1023
5;170;69;2;301;1012
7;3;98;0;291;1012
7;252;80;1;272;1025
12;20;59;10;275;1015
13;320;36;8;271;1010
5;262;34;1;290;1025
4;303;84;1;285;1028
5;163;72;1;297;1021
21;0;57;0;280;1005
47;310;52;9;280;1009
4;138;26;1;303;1025
12;332;88;2;295;1023
19;121;100;1;287;1015
9;211;85;3;278;1011
10;210;61;7;297;1013
12;265;63;3;281;1024
7;130;47;3;275;1035
13;240;64;4;297;1017
8;127;60;3;283;1036
10;244;80;3;275;1019
57;30;74;2;275;1026
10;19;93;1;282;1021
52;340;41;3;295;1012
8;209;43;0;299;1013
5;66;90;3;278;1040
10;80;93;1;279;1025
4;312;50;3;291;1011
6;164;64;2;295;1024
10;273;47;1;278;1021
10;335;56;1;270;1032
14;266;62;2;272;1025
22;201;84;2;269;1005
11;280;66;4;301;1007
7;303;85;1;284;1013
10;340;88;1;292;1008
6;358;60;1;256;1025
7;244;78;3;275;976
11;360;55;3;290;1020
12;150;78;4;296;1017
6;0;69;0;275;1003
8;281;93;3;277;1021
35;10;41;6;268;1037
4;40;81;2;282;1021
6;50;86;7;276;1021
12;270;62;5;285;998
13;10;87;9;278;1021
13;0;59;1;288;1017
6;169;70;2;292;1021
5;320;41;9;268;1022
5;129;88;1;264;1005
10;328;48;2;299;1030
6;180;79;2;268;1019
21;312;80;3;293;1026
16;220;43;4;284;1015
14;10;47;5;274;1037
60;120;88;2;297;1012
6;90;94;1;289;1008
13;340;53;3;292;1020
23;30;62;5;283;1023
16;113;43;0;274;1038
8;180;73;2;295;1021
8;210;49;5;280;1027
6;279;84;1;282;1011
8;135;31;3;295;1021
12;0;37;0;285;1019
10;0;100;0;278;1010
7;130;87;3;286;1026
46;191;63;3;289;1017
8;271;81;2;302;1024
7;250;64;1;294;1016
9;26;44;3;282;1043
7;314;48;4;278;1011
13;80;47;2;297;1019
8;110;55;2;290;1023
23;70;53;2;292;1022
10;130;59;1;292;988
10;290;39;6;298;1012
57;46;83;1;287;1028
11;240;65;3;289;1009
7;210;65;4;297;1012
13;200;52;3;278;1024
6;202;92;1;290;1024
5;50;80;6;271;1015
8;340;86;5;276;1009
12;278;63;2;296;1027
15;180;75;1;288;1024
6;225;93;1;287;1015
5;300;43;3;273;1029
6;240;76;7;282;987
12;179;54;4;301;1022
11;96;72;3;291;1033
9;330;56;4;279;1006
3;60;100;1;286;1024
27;55;99;1;285;1020
8;200;88;6;296;1014
13;270;34;10;284;1011
33;280;34;8;275;1013
10;200;50;8;297;1008
7;276;82;1;283;1015
11;230;64;2;272;1027
17;170;52;3;281;1027
10;113;47;0;274;1037
16;290;49;7;268;1014
7;159;60;0;295;1008
15;210;87;5;279;1018
9;240;33;7;302;1015
5;330;81;3;282;1019
11;299;72;1;285;987
34;214;80;1;292;1012
7;317;65;1;303;1016
9;220;43;6;294;1005
52;61;99;0;276;1010
11;282;66;4;283;1027
12;177;70;1;279;1017
35;70;52;2;278;1024
7;63;60;1;288;1033
16;139;93;1;280;1020
8;300;55;4;273;1013
57;270;66;3;300;1014
13;290;74;2;271;1019
10;25;71;4;291;1013
11;180;38;5;277;1015
10;190;59;1;274;1023
9;180;73;3;295;1021
8;200;65;3;298;1006
6;231;92;1;272;1013
12;170;93;6;289;1026
7;270;34;6;275;1021
15;169;56;3;297;1029
5;302;83;5;290;990
40;330;47;7;275;1018
58;50;76;3;286;1024
5;310;55;7;274;1019
17;342;48;8;261;1011
10;335;92;9;284;1012
5;260;67;4;285;999
11;18;97;1;272;1004
8;110;62;3;282;1010
10;221;66;3;266;1033
8;190;66;6;284;997
4;253;50;0;292;985
6;270;37;1;301;1018
16;350;82;5;288;1021
7;251;94;2;297;974
6;70;100;5;285;1017
48;238;45;1;304;985
9;310;45;11;279;1008
6;184;95;0;290;1013
28;116;98;2;292;1013
10;113;40;1;296;1010
5;310;58;3;283;1018
11;150;81;5;282;1020
57;246;80;3;282;1035
12;210;100;4;286;997
9;260;87;3;281;1002
8;20;72;4;292;1020
8;130;78;3;293;1017
9;230;87;3;287;1002
9;337;75;0;303;1023
9;10;39;3;281;1015
5;270;66;7;281;999
4;320;43;6;274;1013
14;340;76;3;269;1025
6;218;83;4;281;1013
19;50;99;1;293;1009
10;310;50;3;269;1025
11;102;77;1;292;1024
6;310;58;8;270;1008
9;38;94;0;293;1015
7;329;66;2;288;1011
14;157;83;1;294;1015
5;280;32;5;292;1005
11;328;78;1;296;1024
10;149;87;2;267;1021
8;100;67;3;286;1028
5;320;42;6;288;1012
12;6;65;4;294;1023
8;159;86;1;294;1018
14;280;35;2;292;1015
30;165;78;2;270;1026
14;60;51;5;275;1040
4;290;37;5;293;1016
10;170;50;9;286;1021
6;331;41;0;299;1011
6;293;64;0;298;1029
7;244;93;3;278;1011
13;182;92;5;287;1024
8;94;91;2;273;1026
24;288;93;3;271;1039
6;180;78;3;294;1024
10;10;93;4;283;1018
8;289;94;2;296;1021
10;207;82;3;302;1024
8;244;80;3;275;1006
10;110;88;5;289;1014
14;174;75;2;302;973
80;320;24;9;280;1014
4;10;51;4;274;1037
6;260;46;2;271;1008
14;64;88;3;278;1028
16;1;82;2;289;1025
4;327;72;2;282;1016
8;317;83;4;263;1031
6;316;96;3;291;1008
8;209;91;3;269;1025
8;227;80;1;273;1027
16;250;55;9;290;996
6;211;95;2;290;1021
8;180;73;3;294;1011
13;49;96;3;276;1040
4;18;100;1;282;1030
8;70;56;2;296;1026
11;310;43;11;274;1017
4;358;61;2;269;1024
13;30;66;1;287;1014
15;322;72;4;269;1016
8;305;89;4;274;1037
5;300;52;2;278;1002
52;55;84;2;287;1035
10;140;45;2;268;1032
5;110;70;1;281;1028
18;150;28;5;294;1020
11;301;98;2;288;1014
9;140;44;1;296;1012
8;360;56;4;292;1012
8;310;56;2;277;1015
11;170;83;6;297;1015
5;320;39;3;278;1029
5;200;23;6;289;1022
21;315;60;2;292;1008
16;20;40;5;274;1025
10;334;94;1;283;1015
5;310;36;13;271;1007
10;310;30;10;279;1014
20;160;71;0;297;1007
14;310;40;7;274;1022
12;31;96;2;273;1015
17;250;67;4;289;1020
15;244;80;3;275;1015
13;356;86;1;283;990
9;244;73;3;271;989
8;210;70;2;279;1013
7;284;92;2;295;1021
9;200;78;1;292;1012
5;246;45;1;297;983
8;113;60;1;297;985
8;20;64;5;294;1019
6;170;74;3;300;1014
5;300;91;2;272;1025
35;240;77;3;288;1007
9;120;93;19;289;970
9;135;71;0;295;1027
16;223;58;5;286;1024
7;310;36;7;280;1018
12;290;32;7;291;1011
9;220;59;5;273;1026
12;193;100;1;289;1012
9;260;65;4;280;1008
43;61;96;4;280;1020
39;247;80;2;275;1021
15;170;88;5;292;1006
13;240;86;4;275;1016
19;230;40;6;283;1015
12;100;94;2;295;1017
13;0;54;0;286;1021
15;180;93;2;286;1011
13;253;66;2;296;981
10;300;40;10;274;1016
23;325;89;1;297;1011
8;349;72;3;277;1013
11;170;93;6;289;1001
40;170;21;5;289;1026
9;165;53;1;303;1013
8;248;73;8;299;1009
14;230;63;5;270;1026
19;270;55;9;276;1002
42;138;97;2;291;1022
8;290;41;8;288;1003
15;0;41;2;296;1017
30;130;86;1;277;1020
7;330;51;2;288;1017
7;340;47;4;273;1039
10;176;83;2;296;1023
25;0;25;2;267;1029
18;310;36;7;280;1018
14;290;47;5;274;1013
46;240;78;2;287;1037
45;300;34;4;282;1007
42;278;99;3;282;1022
34;295;60;1;294;1013
17;270;72;3;277;1016
9;240;36;6;305;1006
6;225;56;3;288;1020
57;305;63;4;272;1022
13;30;56;2;274;1025
6;315;60;2;292;1008
10;360;27;5;274;1024
7;130;78;4;298;1009
12;311;81;2;299;1017
10;340;36;5;297;1021
6;50;86;4;278;1025
13;61;79;3;291;1028
14;244;84;3;281;987
10;170;88;6;297;1010
4;350;68;6;270;1017
26;79;77;2;280;1039
57;24;69;1;267;1011
6;280;32;2;269;1028
27;210;94;3;296;1009
16;273;47;1;278;1021
14;330;94;3;272;1026
13;220;56;2;296;1023
8;305;100;3;284;1013
9;300;45;9;278;1007
21;286;67;1;296;1028
7;244;97;2;282;1032
7;200;80;3;284;1035
21;340;87;6;284;1006
15;17;89;2;269;1041
5;202;55;3;286;1035
7;117;80;1;283;992
13;199;60;3;306;979
12;212;44;0;298;1019
14;180;60;3;293;1015
11;120;84;1;280;1021
16;230;35;2;281;1026
19;356;57;1;300;1015
14;60;77;3;292;1012
21;280;77;1;267;1041
52;330;88;3;290;1015
6;310;53;7;282;1004
27;56;59;0;298;1018
7;183;75;2;266;1010
15;273;69;1;254;1012
8;170;53;7;293;1011
8;236;68;1;261;1036
14;200;84;1;268;1018
5;250;80;1;283;1017
16;30;62;5;284;1012
12;310;65;3;277;1013
15;70;93;4;281;1019
7;10;77;2;288;1011
6;245;67;1;267;1027
9;340;42;7;292;1007
10;316;90;3;284;1006
9;260;57;7;288;1012
56;272;56;2;303;1008
9;170;63;4;290;1018
7;210;30;8;298;1015
9;168;82;4;284;1028
7;273;96;3;270;1039
36;250;44;2;299;1012
6;170;88;1;294;1022
6;60;74;2;271;1025
8;340;13;12;288;1012
17;245;74;1;259;1021
8;120;37;5;291;1030
10;270;35;3;284;1009
7;10;93;1;280;1019
5;172;67;2;275;1022
8;10;70;3;279;1018
15;340;44;4;275;1031
21;320;81;4;283;1022
27;350;100;9;273;1009
9;320;36;8;271;1010
8;214;88;4;295;1013
7;260;60;10;276;1016
10;113;60;1;297;985
13;0;42;2;276;1028
7;30;75;2;277;1021
10;0;82;2;293;1014
17;330;25;8;276;1016
15;312;71;0;278;1011
7;280;94;4;295;1014
17;120;60;3;296;1018
6;244;82;3;284;978
7;60;80;1;279;1022
21;320;76;8;282;1003
21;180;76;5;288;1022
17;170;74;4;299;1020
8;274;50;2;265;1031
12;160;56;4;296;1021
9;350;29;4;280;1023
6;215;97;1;290;1017
10;190;26;4;286;1021
16;220;82;2;280;1036
6;305;74;4;262;1005
14;20;87;3;289;1017
6;312;34;2;299;1011
6;0;21;0;290;1018
42;180;70;2;278;1026
13;360;75;2;273;1023
18;273;24;2;297;1017
13;210;65;4;297;1012
10;170;81;1;278;1022
5;263;30;1;293;1018
10;160;41;2;295;1021
10;208;77;3;301;1015
52;200;88;2;296;1016
16;320;68;3;288;1016
4;250;63;5;271;1012
10;160;93;1;292;1024
15;223;70;1;296;1030
4;308;47;4;290;1009
9;193;47;1;301;1023
24;150;88;2;296;1009
7;360;93;7;278;1021
12;276;98;3;294;1003
10;220;55;7;288;1003
21;200;88;3;292;1007
11;60;86;11;274;1015
13;218;88;3;289;1024
10;276;100;3;271;1030
13;170;80;2;277;1025
16;135;98;0;288;1017
7;210;28;5;270;1032
6;250;80;3;276;1026
9;282;96;2;294;1025
5;121;69;1;291;1032
8;290;38;2;268;1028
15;0;88;1;293;1017
16;95;100;6;280;1039
15;127;75;0;291;1016
8;17;74;2;262;1016
9;189;56;6;298;1028
12;300;42;6;280;1015
5;160;69;3;300;1016
17;0;88;2;297;1009
14;340;56;2;289;1017
5;320;45;6;280;1018
7;340;88;1;292;1008
11;260;36;2;278;1031
10;271;51;0;304;1018
19;315;65;4;266;1022
11;199;97;1;272;1026
9;332;76;3;269;1022
38;0;81;2;283;1007
6;302;47;3;300;1024
15;60;59;9;288;1029
6;34;58;4;279;1020
13;247;87;2;275;1013
6;260;37;7;274;1021
20;210;69;6;295;1012
9;170;37;3;273;1026
9;244;54;3;287;989
8;210;66;2;262;1027
14;350;61;2;282;1022
11;341;93;1;296;1025
18;244;83;3;284;977
13;170;36;4;278;1016
5;290;24;4;273;1020
6;230;82;3;288;1012
7;335;77;2;268;1016
16;4;96;2;295;1009
40;0;72;0;292;1012
8;310;78;2;273;1037
7;300;63;2;287;1012
13;320;53;7;266;1016
10;0;88;0;295;1016
25;330;87;3;286;1012
12;250;60;6;276;1012
9;150;73;4;294;1019
10;124;65;3;296;1020
9;0;22;2;291;1028
11;320;60;2;292;1014
6;200;39;3;297;1013
12;120;65;3;298;1017
9;180;88;3;289;1010
57;343;90;2;271;1050
12;202;32;1;284;1021
12;302;94;1;296;1023
10;0;81;0;279;1021
9;166;56;2;301;1015
14;0;33;3;294;1026
25;190;26;4;277;1025
9;193;91;3;296;981
16;270;47;7;276;1016
18;265;76;5;276;1013
13;239;89;2;289;983
6;260;38;5;297;1017
20;180;53;4;297;1015
13;259;83;2;274;1005
10;320;43;5;262;1024
17;194;54;1;306;1007
11;340;77;1;292;1008
9;177;75;3;294;1023
17;70;64;2;273;1028
